City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
148,Aksarka,RU,2023-03-23 18:54:12,66.5606,67.7975,7.84,90,6,9.1
149,Kamaishi,JP,2023-03-23 18:54:12,39.2667,141.8833,55.53,97,100,5.77
150,Berlevag,NO,2023-03-23 18:54:13,70.8578,29.0864,19.4,57,40,26.46
151,Belmonte,BR,2023-03-23 18:54:13,-15.8631,-38.8828,83.17,65,1,10.69
152,Cabo San Lucas,MX,2023-03-23 18:50:47,22.8909,-109.9124,81.7,61,0,10.36
153,Nouadhibou,MR,2023-03-23 18:54:14,20.931,-17.0347,71.58,68,1,6.91
154,Port Lincoln,AU,2023-03-23 18:54:14,-34.7333,135.8667,62.51,82,100,9.37
155,Ilanskiy,RU,2023-03-23 18:54:15,56.2358,96.065,11.25,94,11,3.51
156,Vila Velha,BR,2023-03-23 18:54:15,-20.3297,-40.2925,85.95,66,20,10.36
157,Klaksvik,FO,2023-03-23 18:54:15,62.2266,-6.589,38.32,97,100,42.84
158,Port Hardy,CA,2023-03-23 18:54:16,50.6996,-127.4199,42.98,81,100,19.57
159,Poya,NC,2023-03-23 18:54:16,-21.35,165.15,71.94,81,0,4.38
160,Saint-Philippe,RE,2023-03-23 18:54:16,-21.3585,55.7679,78.39,82,96,8.61
161,Hami,CN,2023-03-23 18:54:17,42.8,93.45,42.76,20,100,7.05
162,Anadyr,RU,2023-03-23 18:54:17,64.75,177.4833,-10.7,76,75,15.66
163,Avarua,CK,2023-03-23 18:54:17,-21.2078,-159.775,82.45,83,20,9.22
164,San Patricio,US,2023-03-23 18:54:18,28.017,-97.5169,86.16,60,13,24.85
165,Privolnaya,RU,2023-03-23 18:54:18,46.1371,38.6951,52.86,67,37,7.61
166,Faanui,PF,2023-03-23 18:54:19,-16.4833,-151.75,82.6,74,71,15.39
167,Hambantota,LK,2023-03-23 18:54:19,6.1241,81.1185,77.34,100,20,3.44
168,Honningsvag,NO,2023-03-23 18:50:37,70.9821,25.9704,22.75,54,100,13.8
169,Sisimiut,GL,2023-03-23 18:54:19,66.9395,-53.6735,12.49,79,29,5.75
170,Birin,NP,2023-03-23 18:54:20,26.8865,88.0718,52.72,62,6,5.32
171,Bournemouth,GB,2023-03-23 18:54:20,50.7205,-1.8795,51.71,93,75,23.02
172,Razole,IN,2023-03-23 18:54:20,16.4833,81.8333,76.93,90,0,4.74
173,Saint-Joseph,RE,2023-03-23 18:54:21,-21.3667,55.6167,77.47,83,89,8.08
174,Tautira,PF,2023-03-23 18:54:22,-17.7333,-149.15,80.98,80,33,12.5
175,Jais,IN,2023-03-23 18:54:22,26.25,81.5333,73.0,38,0,4.36
176,Nanortalik,GL,2023-03-23 18:54:22,60.1432,-45.2371,29.57,81,99,1.7
177,Bela,IN,2023-03-23 18:54:23,25.9333,81.9833,73.85,40,0,5.64
178,Tres Arroyos,AR,2023-03-23 18:54:23,-38.3739,-60.2798,76.82,50,51,14.99
179,Carmen,MX,2023-03-23 18:55:24,18.6333,-91.8333,87.84,58,0,16.11
180,Oistins,BB,2023-03-23 18:55:24,13.0667,-59.5333,84.29,58,40,18.41
181,Bathsheba,BB,2023-03-23 18:55:25,13.2167,-59.5167,84.81,58,40,18.41
182,Dikson,RU,2023-03-23 18:55:25,73.5069,80.5464,18.79,86,100,22.5
183,San Jose,US,2023-03-23 18:52:41,37.3394,-121.895,56.57,69,75,11.01
184,Airai,TL,2023-03-23 18:55:26,-8.9266,125.4092,59.65,93,100,1.86
185,Muhos,FI,2023-03-23 18:55:26,64.808,25.9931,19.18,97,67,4.38
186,Denpasar,ID,2023-03-23 18:50:35,-8.65,115.2167,80.26,94,20,1.14
187,Dakar,SN,2023-03-23 18:55:26,14.6937,-17.4441,74.28,73,20,11.5
188,Khadyzhensk,RU,2023-03-23 18:55:27,44.4256,39.5319,54.12,84,100,3.42
189,Aklavik,CA,2023-03-23 18:55:27,68.2191,-135.0107,21.2,73,40,13.8
190,Novaya Lyalya,RU,2023-03-23 18:55:28,59.055,60.599,34.68,81,100,15.82
191,Camacha,PT,2023-03-23 18:55:28,33.0833,-16.3333,62.02,63,20,8.05
192,Cootamundra,AU,2023-03-23 18:55:28,-34.65,148.0333,57.94,90,0,4.36
193,Canico,PT,2023-03-23 18:55:29,32.6333,-16.85,66.7,77,75,10.36
194,Beloha,MG,2023-03-23 18:55:29,-25.1667,45.05,75.02,82,36,14.12
195,Krasnoarmeysk,RU,2023-03-23 18:55:29,51.0239,45.6969,46.18,58,1,1.74
196,Thaba-Tseka,LS,2023-03-23 18:55:30,-29.522,28.6084,59.31,64,100,1.59
197,Tomatlan,MX,2023-03-23 18:55:30,19.9333,-105.25,94.51,24,6,9.22
198,Cherskiy,RU,2023-03-23 18:55:30,68.75,161.3,-24.3,100,100,6.76
199,Polewali,ID,2023-03-23 18:55:30,-3.4324,119.3435,77.41,89,94,3.02
200,Vila Franca Do Campo,PT,2023-03-23 18:55:31,37.7167,-25.4333,55.81,76,100,4.09
201,Nikolskoye,RU,2023-03-23 18:55:31,59.7035,30.7861,42.69,95,66,7.74
202,Kahului,US,2023-03-23 18:55:32,20.8947,-156.47,80.83,82,20,7.0
203,Lagos,NG,2023-03-23 18:55:32,6.5833,3.75,82.15,76,34,6.38
204,Bud,US,2023-03-23 18:55:32,39.447,-86.1758,71.06,84,100,16.2
205,Dali,CN,2023-03-23 18:55:33,25.7,100.1833,44.98,68,0,5.68
206,Skvyra,UA,2023-03-23 18:55:33,49.7318,29.6657,53.56,62,100,7.9
207,Samarinda,ID,2023-03-23 18:55:33,-0.5,117.15,73.15,98,68,0.63
208,Iisalmi,FI,2023-03-23 18:55:34,63.5592,27.1907,11.34,98,90,2.82
209,Kodiak,US,2023-03-23 18:55:34,57.79,-152.4072,27.91,50,0,11.5
210,Saint-Lo,FR,2023-03-23 18:55:34,49.1162,-1.0903,55.83,93,100,21.61
211,Inhambane,MZ,2023-03-23 18:55:35,-23.865,35.3833,78.78,78,20,9.33
212,Marfino,RU,2023-03-23 18:55:35,55.7028,37.3822,48.34,65,0,13.42
213,Marigot,MF,2023-03-23 18:55:35,18.0667,-63.0833,82.18,54,75,16.11
214,Santa Cruz,BO,2023-03-23 18:50:54,-17.8,-63.1667,74.66,94,75,14.97
215,Belyy Yar,RU,2023-03-23 18:55:36,53.6039,91.3903,19.29,78,99,2.24
216,Pangody,RU,2023-03-23 18:55:36,65.85,74.4859,16.79,91,85,16.46
217,Qasigiannguit,GL,2023-03-23 18:55:36,68.8193,-51.1922,14.25,87,6,0.98
218,Souillac,MU,2023-03-23 18:55:37,-20.5167,57.5167,80.98,83,40,6.91
219,Matara,LK,2023-03-23 18:55:37,5.9485,80.5353,77.79,85,100,2.46
220,Muli,MV,2023-03-23 18:55:37,2.9167,73.5667,82.02,78,100,8.23
221,Victoria,HK,2023-03-23 18:53:22,22.2855,114.1577,77.38,86,84,5.01
222,Comodoro Rivadavia,AR,2023-03-23 18:55:30,-45.8667,-67.5,58.86,51,0,17.27
223,Yar-Sale,RU,2023-03-23 18:56:38,66.8333,70.8333,8.8,89,19,11.68
224,Yerbogachen,RU,2023-03-23 18:56:38,61.2767,108.0108,8.62,94,34,8.55
225,Calama,CL,2023-03-23 18:55:03,-22.4667,-68.9333,75.69,25,20,25.32
226,Severo-Kurilsk,RU,2023-03-23 18:56:39,50.6789,156.125,35.08,90,100,14.43
227,Lorengau,PG,2023-03-23 18:56:39,-2.0226,147.2712,79.34,70,72,2.26
228,Ixtapa,MX,2023-03-23 18:56:41,20.7,-105.2,90.34,31,19,8.21
229,Cap Malheureux,MU,2023-03-23 18:56:41,-19.9842,57.6142,80.47,78,89,5.99
230,Ahipara,NZ,2023-03-23 18:56:41,-35.1667,173.1667,58.41,69,58,2.01
231,Chumikan,RU,2023-03-23 18:56:42,54.7183,135.315,-13.05,92,11,8.72
232,Nizhniy Tsasuchey,RU,2023-03-23 18:56:42,50.5167,115.1333,-4.36,97,88,4.27
233,Pevek,RU,2023-03-23 18:56:42,69.7008,170.3133,-8.75,98,100,5.06
234,Ndele,CF,2023-03-23 18:56:42,8.4109,20.6473,84.52,36,4,4.27
235,Pacific Grove,US,2023-03-23 18:54:36,36.6177,-121.9166,55.02,73,100,16.11
236,Yenotayevka,RU,2023-03-23 18:56:43,47.2456,47.0281,54.9,53,100,10.47
237,Pachino,IT,2023-03-23 18:56:43,36.7186,15.0907,56.8,80,3,6.87
238,Maloy,NO,2023-03-23 18:56:44,61.9353,5.1136,42.73,6,100,8.61
239,Jinji,CN,2023-03-23 18:56:44,23.2281,110.8261,77.7,79,2,3.62
240,Yueyang,CN,2023-03-23 18:56:44,29.3333,113.0919,50.27,93,100,15.93
241,Kaupanger,NO,2023-03-23 18:56:44,61.1845,7.2404,41.49,93,75,2.3
242,Kasongo-Lunda,CD,2023-03-23 18:56:45,-6.4667,16.8167,70.57,98,100,0.63
243,Pringsewu,ID,2023-03-23 18:56:45,-5.3582,104.9744,73.63,98,36,1.32
244,Debre Sina,ET,2023-03-23 18:56:45,9.85,39.7667,54.45,90,94,2.77
245,Husavik,IS,2023-03-23 18:56:46,66.0449,-17.3389,27.23,87,100,18.45
246,Kismayo,SO,2023-03-23 18:56:46,-0.3582,42.5454,81.93,82,100,12.55
247,Namibe,AO,2023-03-23 18:56:46,-15.1961,12.1522,75.78,79,89,5.93
248,Muravlenko,RU,2023-03-23 18:56:47,63.7898,74.523,20.84,89,99,19.42
249,Glucholazy,PL,2023-03-23 18:56:47,50.315,17.3836,60.44,68,100,10.98
250,Acapulco,MX,2023-03-23 18:56:47,16.8634,-99.8901,87.42,51,60,9.33
251,Awjilah,LY,2023-03-23 18:56:48,29.1081,21.2869,63.93,55,0,19.3
252,La Baule-Escoublac,FR,2023-03-23 18:56:48,47.2922,-2.364,55.06,93,100,23.02
253,Bedele,ET,2023-03-23 18:56:48,8.456,36.353,63.1,37,100,5.73
254,Mount Gambier,AU,2023-03-23 18:56:49,-37.8333,140.7667,59.81,81,89,10.58
255,Vanderhoof,CA,2023-03-23 18:56:49,54.0166,-124.0198,40.5,80,84,2.1
256,Nchelenge,ZM,2023-03-23 18:56:49,-9.3451,28.734,70.03,87,89,4.34
257,Jelah,BA,2023-03-23 18:56:49,44.6542,17.9581,56.88,62,56,3.53
258,Port Hedland,AU,2023-03-23 18:56:50,-20.3167,118.5667,84.25,89,40,5.75
259,Pangai,TO,2023-03-23 18:56:50,-19.8,-174.35,80.71,89,75,9.22
260,Alofi,NU,2023-03-23 18:56:50,-19.0595,-169.9187,73.29,94,72,1.14
261,Naraini,IN,2023-03-23 18:56:51,25.1833,80.4833,77.47,32,1,2.39
262,Vasai,IN,2023-03-23 18:56:51,19.47,72.8,80.69,70,1,2.64
263,Ekuvukeni,ZA,2023-03-23 18:56:51,-28.4675,30.1551,66.74,76,100,5.5
264,Kodinsk,RU,2023-03-23 18:56:52,58.6881,99.1844,5.11,98,65,5.41
265,Kempsey,AU,2023-03-23 18:56:52,-31.0833,152.8333,65.95,94,98,1.01
266,Baymak,RU,2023-03-23 18:56:50,52.5933,58.3225,31.32,97,100,3.06
267,Ancud,CL,2023-03-23 18:57:52,-41.8697,-73.8203,61.18,65,7,4.47
268,Port-Gentil,GA,2023-03-23 18:57:53,-0.7193,8.7815,80.56,89,75,11.5
269,Fort Nelson,CA,2023-03-23 18:57:53,58.8053,-122.7002,29.95,57,100,6.91
270,Mehamn,NO,2023-03-23 18:57:53,71.0357,27.8492,19.35,68,100,19.57
271,Ostrovnoy,RU,2023-03-23 18:57:53,68.0531,39.5131,7.79,86,97,5.68
272,Reconquista,AR,2023-03-23 18:57:54,-29.15,-59.65,93.54,39,100,3.2
273,Moron,AR,2023-03-23 18:57:54,-34.6534,-58.6198,84.99,65,77,3.13
274,Shingu,JP,2023-03-23 18:57:54,33.7333,135.9833,65.35,96,100,6.29
275,Saint George,US,2023-03-23 18:54:16,37.1041,-113.5841,51.44,63,40,4.0
276,Lebu,CL,2023-03-23 18:57:55,-37.6167,-73.65,61.21,61,0,15.17
277,Port Elizabeth,ZA,2023-03-23 18:57:55,-33.918,25.5701,71.1,88,100,16.11
278,Ejido,VE,2023-03-23 18:57:55,8.5514,-71.2375,73.98,77,100,6.69
279,Malino,PH,2023-03-23 18:57:56,15.1257,120.6727,78.22,78,75,2.3
280,Camocim,BR,2023-03-23 18:57:56,-2.9022,-40.8411,81.97,80,79,6.91
281,Iralaya,HN,2023-03-23 18:57:56,15.0,-83.2333,83.21,63,0,13.91
282,Gat,IL,2023-03-23 18:57:00,31.61,34.7642,68.4,100,37,3.22
283,Cuiaba,BR,2023-03-23 18:57:57,-15.5961,-56.0967,78.73,89,75,9.22
284,Truth Or Consequences,US,2023-03-23 18:57:57,33.1284,-107.2528,62.83,30,75,16.11
285,Howick,ZA,2023-03-23 18:57:57,-29.4779,30.2306,63.19,99,100,1.41
286,Chicama,PE,2023-03-23 18:57:57,-7.8447,-79.1469,81.14,63,61,10.71
287,Redding,US,2023-03-23 18:56:22,40.5865,-122.3917,56.82,59,0,4.0
288,Mvuma,ZW,2023-03-23 18:57:58,-19.2792,30.5283,64.38,70,19,9.51
289,Touros,BR,2023-03-23 18:57:58,-5.1989,-35.4608,83.39,69,10,14.27
290,Tilaran,CR,2023-03-23 18:57:58,10.4703,-84.9671,79.07,69,9,18.45
291,Shuangcheng,CN,2023-03-23 18:57:59,45.35,126.2833,22.68,63,9,6.4
292,Jalu,LY,2023-03-23 18:57:59,29.0331,21.5482,64.9,53,0,19.91
293,Gamba,GA,2023-03-23 18:57:59,-2.65,10.0,78.37,81,100,5.86
294,Sitka,US,2023-03-23 18:58:00,57.0531,-135.33,37.29,87,75,5.75
295,Tilichiki,RU,2023-03-23 18:58:00,60.4667,166.1,-28.66,99,19,4.88
