City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather
298,Tabas,IR,33.5959,56.9244,55.62,62,8,2.3,clear sky
299,Pando,UY,-34.7167,-55.95,75.29,83,75,16.11,broken clouds
300,Bathsheba,BB,13.2167,-59.5167,79.41,69,20,12.66,few clouds
301,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.73,98,98,0.78,moderate rain
302,Upata,VE,8.0086,-62.3989,86.2,44,99,6.46,overcast clouds
303,Namibe,AO,-15.1961,12.1522,75.04,78,91,6.6,overcast clouds
304,Yanam,IN,16.7333,82.2167,76.01,93,49,3.09,scattered clouds
305,Mendoza,AR,-32.8908,-68.8272,80.98,42,2,7.81,clear sky
306,Pochutla,MX,15.7432,-96.4661,85.82,50,16,11.61,few clouds
307,Svetlogorsk,BY,52.6333,29.7333,52.72,91,100,10.74,overcast clouds
308,Kirovskiy,RU,45.0917,133.5136,29.23,61,2,3.49,clear sky
309,Talkha,EG,31.0539,31.3779,61.23,80,93,7.99,overcast clouds
310,Bengkulu,ID,-3.8004,102.2655,74.17,96,100,4.25,overcast clouds
311,Bukama,CD,-9.2,25.85,69.37,99,100,2.55,light rain
312,Kavieng,PG,-2.5744,150.7967,82.81,69,93,5.32,overcast clouds
313,Boshan,CN,36.4833,117.8333,37.99,26,74,2.91,broken clouds
314,Grand Junction,US,39.0639,-108.5507,39.2,100,100,4.61,mist
315,Tigil,RU,57.8,158.6667,1.44,93,100,13.91,light snow
316,Gornopravdinsk,RU,60.05,69.9,38.03,96,100,10.94,overcast clouds
317,Escarcega,MX,18.6089,-90.7454,98.64,21,0,7.52,clear sky
318,Codrington,AU,-38.2667,141.9667,59.14,67,63,10.76,broken clouds
319,Arlit,NE,18.7369,7.3853,77.85,18,10,11.05,clear sky
320,Madinat Sittah Uktubar,EG,29.8167,31.05,65.8,60,81,5.21,light rain
321,Vardo,NO,70.3705,31.1107,24.78,68,100,12.66,light snow
322,Alapur,IN,27.9555,79.2269,69.06,61,62,9.13,broken clouds
323,Launceston,AU,-41.45,147.1667,53.24,83,3,8.05,clear sky
324,Sayat,TM,38.7839,63.8803,55.27,21,96,10.71,overcast clouds
325,The Valley,AI,18.217,-63.0578,78.94,73,20,12.66,few clouds
326,Adrar,MR,20.5022,-10.0711,76.32,28,98,16.17,overcast clouds
327,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,86,50,10.58,scattered clouds
328,Sao Filipe,CV,14.8961,-24.4956,72.3,69,38,9.06,scattered clouds
329,Daokou,CN,35.5639,114.5058,41.9,43,57,7.09,broken clouds
330,High Rock,BS,26.6208,-78.2833,78.82,71,41,11.27,scattered clouds
331,Yasnyy,RU,51.0333,59.8742,33.55,80,94,9.75,overcast clouds
332,Palmas,BR,-10.2128,-48.3603,84.07,65,40,3.44,scattered clouds
333,Warrenton,ZA,-28.114,24.8475,63.32,75,70,15.52,broken clouds
334,Puerto Ayacucho,VE,5.6639,-67.6236,91.29,38,91,1.86,overcast clouds
335,Marshall,US,34.3834,-86.3333,81.39,51,40,14.97,scattered clouds
336,Puerto Madryn,AR,-42.7692,-65.0385,79.36,23,40,13.06,scattered clouds
337,Vostok,RU,46.4856,135.8833,18.9,83,41,3.91,scattered clouds
338,Aklavik,CA,68.2191,-135.0107,24.8,54,40,4.61,scattered clouds
339,Paldiski,EE,59.3567,24.0531,45.25,93,100,16.11,overcast clouds
340,Baturaja,ID,-4.1333,104.1667,73.17,98,100,2.42,overcast clouds
341,Narsaq,GL,60.9167,-46.05,26.82,87,96,5.06,overcast clouds
342,Quatre Cocos,MU,-20.2078,57.7625,76.08,83,29,3.31,scattered clouds
343,Jaguarao,BR,-32.5661,-53.3758,75.11,73,97,13.09,overcast clouds
